id,name,age,position,club,league,minutes,appearances,goals,assists,xG,xA,shots,shots_on_target,key_passes,passes_per90,pass_accuracy_pct,dribbles_per90,tackles_per90,interceptions_per90,yellow_cards,red_cards,clean_sheets,market_value_eur
1051,Kai Havertz,18,"MF,FW",Leverkusen,Bundesliga,2144,29,3,8,4,4,2,14,1112,0.34,81,60,25,16,3,0,0,28000000
1067,Benjamin Henrichs,20,DF,Leverkusen,Bundesliga,1268,36,0,1,0.8,1.7,2,3,821,0.07,71.7,12,39,19,1,1,0,12000000
206,Kyle Bartley,26,DF,Swansea City,Premier League,235,18,0,0,0.2,0.2,0,0,115,0,76.5,0,2,3,2,0,0,3500000
509,Per Ciljan Skjelbred,30,MF,Hertha BSC,Bundesliga,2183,38,0,0,0.2,0.7,0,3,1123,0,86.4,17,75,26,2,0,0,4000000
2525,Borja Valero,32,MF,Inter,Serie A,2564,30,2,0,2.1,1.9,1,8,2061,0,90.4,36,49,13,3,0,0,4000000
1410,Bernd Leno,25,GK,Leverkusen,Bundesliga,2970,0,0,0,0,0.1,0,0,1207,0,68.1,0,0,0,1,0,10,20000000
1630,Admir Mehmedi,26,"DF,MF",Leverkusen,Bundesliga,700,4,2,3,1.1,1.3,0,4,419,0.39,76.6,2,14,10,3,0,0,5000000
1879,Ramazan Özcan,33,GK,Leverkusen,Bundesliga,90,0,0,0,0,0,0,0,38,0,78.9,0,0,0,0,0,0,50000
1991,Joel Pohjanpalo,22,"MF,FW",Leverkusen,Bundesliga,116,2,1,0,1,0,0,3,18,0,55.6,1,0,0,0,0,0,1500000
358,Miguel Britos,32,DF,Watford,Premier League,797,29,1,0,0.9,0.6,0,2,412,0,75.2,3,14,12,3,1,0,3500000
471,Craig Cathcart,28,DF,Watford,Premier League,523,28,0,0,0.2,0,1,2,189,0,77.2,1,7,5,1,0,0,3500000
1299,Robin Knoche,25,DF,Wolfsburg,Bundesliga,2102,130,1,2,0.6,0.3,0,1,1380,0.09,86.2,5,27,17,2,0,0,3500000
2576,Kevin Volland,25,"FW,MF",Leverkusen,Bundesliga,2591,29,14,2,10.6,5.2,3,28,769,0.07,71.9,65,24,5,5,0,0,22000000
2611,Wendell,24,DF,Leverkusen,Bundesliga,2115,47,2,3,2.9,2.9,0,1,1420,0.13,79.7,23,43,20,7,1,0,18000000
1597,Konstantinos Mavropanos,19,"DF,MF",Arsenal,Premier League,195,11,0,0,0,0,0,0,97,0,86.6,0,2,4,0,1,0,3000000
68,Ibrahim Amadou,24,"MF,DF",Lille,Ligue 1,2405,56,0,0,1.1,0.5,1,3,1539,0,87,9,43,31,3,0,0,3500000
109,Luiz Araújo,21,"FW,MF",Lille,Ligue 1,2017,5,5,2,3.8,2.3,5,16,757,0.09,70.4,89,30,6,5,0,0,7000000
158,Farès Bahlouli,22,"MF,FW",Lille,Ligue 1,307,0,1,0,0.3,0.9,0,2,156,0,66,22,7,0,2,0,0,75000
176,Fodé Ballo-Touré,20,DF,Lille,Ligue 1,2055,31,0,0,0.2,0.3,0,2,1150,0,82.3,28,39,19,5,1,0,2000000
268,Yassine Benzia,22,"MF,FW",Lille,Ligue 1,2288,6,1,5,1.9,5.1,2,8,1418,0.2,77.1,74,56,20,8,0,0,5000000
1331,Vincent Koziello,21,MF,Köln,Bundesliga,789,7,1,0,0.2,0.6,0,2,524,0,90.5,7,28,12,3,0,0,4000000
1579,Andrea Masiello,31,DF,Atalanta,Serie A,2707,154,4,0,3,0.3,4,7,1924,0,84.4,11,69,40,5,0,0,3000000
789,Imad Faraj,18,"DF,MF",Lille,Ligue 1,162,3,0,0,0.3,0.8,0,2,74,0,74.3,7,5,2,0,0,0,50000
910,Anwar El Ghazi,22,"FW,MF",Lille,Ligue 1,1648,4,4,4,3.9,2.7,5,30,634,0.22,68.5,53,21,8,2,0,0,5000000
794,Zouhair Feddal,28,DF,Betis,La Liga,1258,78,3,0,0.6,0.1,0,3,813,0,78.8,6,17,29,7,0,0,3000000
1304,Hervé Koffi,20,GK,Lille,Ligue 1,360,0,0,0,0,0,0,0,93,0,64.5,0,0,0,0,0,0,50000
331,Celso Borges,29,MF,La Coruña,La Liga,2295,26,3,3,3.5,2.2,3,8,1209,0.12,76.4,28,43,27,4,2,0,4000000
1504,Thiago Maia,20,"MF,DF",Lille,Ligue 1,2466,23,0,0,0.9,0.5,2,2,1718,0,84.3,46,47,67,3,2,0,4000000
1509,Mike Maignan,21,GK,Lille,Ligue 1,3033,1,0,0,0,0,0,0,864,0,77.5,10,0,1,0,1,5,4000000
1516,Kévin Malcuit,26,DF,Lille,Ligue 1,1815,21,0,5,0.5,4,2,3,1150,0.25,78.3,69,45,43,2,0,0,7500000
1637,Thiago Mendes,25,MF,Lille,Ligue 1,2294,21,3,3,2.6,3.2,3,15,1368,0.12,84.9,53,28,27,4,2,0,5500000
1644,Hamza Mendyl,19,"DF,MF",Lille,Ligue 1,852,14,0,0,0.2,0.6,1,1,401,0,76.6,17,19,9,2,1,0,60000
1719,Lebo Mothiba,21,FW,Lille,Ligue 1,1183,9,5,1,4.7,1.1,0,11,300,0.08,81.3,7,5,1,2,0,0,3000000
1940,Nicolas Pépé,22,"FW,MF",Lille,Ligue 1,2841,14,13,5,8.2,4.5,3,27,1022,0.16,78.7,126,31,16,5,0,0,10000000
1996,Ezequiel Ponce,20,FW,Lille,Ligue 1,1100,6,2,1,3,1.7,0,5,262,0.08,74.4,15,6,1,2,0,0,2500000
2011,Nicolas de Préville,26,FW,Lille,Ligue 1,285,1,2,1,2.1,0.2,0,2,67,0.32,65.7,2,4,0,0,0,0,7000000
1883,Pablo,26,DF,Bordeaux,Ligue 1,1291,57,0,2,0.6,0.6,1,4,647,0.14,83.8,4,19,19,3,0,0,3000000
2349,Boubakary Soumaré,18,MF,Lille,Ligue 1,512,6,0,0,0,0.2,0,0,346,0,84.4,10,15,6,1,0,0,5000000
814,Jordan Ferri,25,MF,Lyon,Ligue 1,640,9,0,0,0.4,1.1,0,0,533,0,88.6,10,17,9,4,0,0,4000000
55,Trent Alexander-Arnold,18,DF,Liverpool,Premier League,1573,37,1,1,1,2.1,2,6,1257,0.06,73,33,31,32,3,0,0,25000000
427,Emre Can,23,MF,Liverpool,Premier League,2091,31,3,4,1.7,2.7,2,10,1549,0.17,85.3,26,64,25,8,0,0,30000000
519,Nathaniel Clyne,26,"DF,MF",Liverpool,Premier League,174,0,0,0,0,0.3,0,0,135,0,77.8,2,2,0,1,0,0,20000000
569,Philippe Coutinho,25,"MF,FW",Liverpool,Premier League,1109,0,7,6,2.6,4.2,4,18,754,0.49,73.9,72,18,9,0,0,0,100000000
829,Andreu Fontàs,27,DF,Celta Vigo,La Liga,884,28,0,1,0.1,0.1,0,0,701,0.1,88.2,1,10,10,2,0,0,3000000
819,Roberto Firmino,25,FW,Liverpool,Premier League,2763,8,15,7,11,5.4,10,35,1203,0.23,71.6,75,57,18,1,0,0,80000000
1846,Paulo Oliveira,25,DF,Eibar,La Liga,2212,85,0,0,0.7,0.2,1,3,960,0,70.9,2,31,37,3,0,0,3000000
986,Clément Grenier,26,MF,Lyon,Ligue 1,5,0,0,0,0.1,0,0,0,7,0,42.9,31,1,0,0,0,0,4000000
1147,Danny Ings,25,FW,Liverpool,Premier League,267,0,1,0,1.8,0.2,1,5,79,0,64.6,2,4,1,0,0,0,8000000
1256,Loris Karius,24,GK,Liverpool,Premier League,1710,1,0,0,0,0,0,0,533,0,71.9,0,0,0,1,0,10,12000000
719,Rick van Drongelen,18,DF,Hamburger SV,Bundesliga,1440,75,0,0,0.5,0,0,1,685,0,73.6,6,29,13,4,0,0,3000000
1367,Adam Lallana,29,"MF,FW",Liverpool,Premier League,308,1,0,0,1.4,0.4,0,0,222,0,85.1,10,1,5,1,0,0,25000000
1225,Gideon Jung,22,"MF,DF",Hamburger SV,Bundesliga,2570,78,1,1,0.5,0.9,0,2,1058,0.04,78.6,24,54,28,7,1,0,3000000
1527,Sadio Mané,25,"FW,MF",Liverpool,Premier League,2190,8,10,7,10.6,4.9,6,25,967,0.29,79.2,74,24,11,3,1,0,70000000
1663,Simon Mignolet,29,GK,Liverpool,Premier League,1710,0,0,0,0,0,0,0,519,0,73,2,0,1,3,0,7,10000000
1330,Vincent Koziello,21,MF,Nice,Ligue 1,808,5,0,0,0.2,0.6,1,1,581,0,94,11,11,12,3,0,0,4000000
1708,Alberto Moreno,25,DF,Liverpool,Premier League,1266,22,0,0,0.5,0.8,2,2,945,0,80.5,9,35,17,1,0,0,10000000
1860,Divock Origi,22,FW,Liverpool,Premier League,10,0,0,0,0,0,0,0,1,0,0,65,0,0,0,0,0,10000000
614,Steven Davis,32,MF,Southampton,Premier League,1521,18,3,0,0.8,1.1,0,5,1063,0,81.5,17,32,15,0,0,0,4000000
2108,Andrew Robertson,23,DF,Liverpool,Premier League,1940,45,1,5,0.7,3.1,0,2,1641,0.23,83.7,15,40,24,2,0,0,25000000
2194,Mohamed Salah,25,"FW,MF",Liverpool,Premier League,2907,2,32,10,22.2,8.3,9,65,1042,0.31,73.1,127,9,13,1,0,0,150000000
2336,Dominic Solanke,19,FW,Liverpool,Premier League,596,5,1,1,2.9,2,4,7,198,0.15,75.3,17,3,2,0,0,0,10000000
2388,Daniel Sturridge,27,FW,Liverpool,Premier League,431,1,2,1,2.5,0.9,2,8,127,0.21,79.5,3,0,0,0,0,0,15000000
1716,James Morrison,31,MF,West Brom,Premier League,207,0,1,0,0.7,0.1,0,2,93,0,83.9,2,1,0,0,0,0,4000000
2633,Ben Woodburn,17,MF,Liverpool,Premier League,7,0,0,0,0,0,0,0,8,0,87.5,0,0,0,0,0,0,5000000
2682,Bongani Zungu,24,MF,Amiens,Ligue 1,2084,27,1,0,0.3,1,0,4,1083,0,82.7,18,44,38,5,0,0,3500000
551,Maxwel Cornet,20,"FW,MF",Lyon,Ligue 1,1271,3,4,5,3,3.2,6,13,521,0.35,76.6,46,16,10,1,0,0,15000000
853,Angelo Fulgini,20,"MF,FW",Angers,Ligue 1,1528,6,3,4,2.6,3.4,1,9,704,0.24,74.3,48,18,17,4,0,0,3500000
644,Memphis Depay,23,"FW,MF",Lyon,Ligue 1,2555,2,19,9,13.9,8.5,10,45,1282,0.32,73.7,113,11,12,3,0,0,45000000
2250,Fabian Schär,25,DF,La Coruña,La Liga,2219,105,2,2,3.5,0.3,2,6,958,0.08,77.2,15,47,29,10,0,0,3000000
795,Nabil Fekir,24,"MF,FW",Lyon,Ligue 1,2477,0,18,7,12.2,5.6,4,45,1220,0.25,80.4,89,38,11,8,0,0,60000000
1532,Thomas Mangani,30,MF,Angers,Ligue 1,3025,40,2,4,4.4,5.9,6,9,2088,0.12,71.6,35,70,41,7,0,0,3500000
908,Willem Geubbels,15,FW,Lyon,Ligue 1,33,0,0,0,0,0,0,0,9,0,77.8,0,2,0,0,0,0,6000000
963,Mathieu Gorgelin,26,GK,Lyon,Ligue 1,360,0,0,0,0,0,0,0,63,0,66.7,0,0,0,0,0,1,1000000
971,Amine Gouiri,17,"FW,MF",Lyon,Ligue 1,83,0,0,0,0.2,0.1,1,2,17,0,82.4,4,2,1,0,0,0,4500000
966,Dan Gosling,27,MF,Bournemouth,Premier League,1947,33,2,1,2.5,0.9,2,8,1046,0.05,78,17,45,21,8,0,0,3500000
1451,Anthony Lopes,26,GK,Lyon,Ligue 1,3060,0,0,0,0,0,0,0,811,0,77.9,0,0,0,1,0,14,20000000
1538,Myziane Maolida,18,FW,Lyon,Ligue 1,333,0,1,0,0.8,0.9,4,5,137,0,78.8,17,6,1,0,0,0,4500000
1543,Marcelo,30,DF,Lyon,Ligue 1,3106,154,3,1,2.1,0.8,2,11,2221,0.03,85.8,63,30,47,5,1,0,60000000
1642,Ferland Mendy,22,DF,Lyon,Ligue 1,2121,20,0,4,1,3.1,4,5,1500,0.17,85,59,37,24,4,0,0,12000000
1714,Wes Morgan,33,DF,Leicester City,Premier League,2817,142,0,0,1.6,0.3,1,2,917,0,80.2,8,33,23,4,0,0,3000000
2036,Rafael,27,DF,Lyon,Ligue 1,1813,24,1,2,1,3.5,1,2,1209,0.1,79.6,40,54,44,9,0,1,80000
2438,Kenny Tete,21,DF,Lyon,Ligue 1,1608,29,1,3,0.6,2.9,0,3,1036,0.17,78.6,25,39,30,3,0,0,8000000
2487,Lucas Tousart,20,MF,Lyon,Ligue 1,3132,51,0,0,1.5,0.7,1,1,1538,0,85.5,17,83,48,8,0,0,25000000
2490,Bertrand Traoré,21,FW,Lyon,Ligue 1,2285,23,13,4,9.5,2.7,14,29,1039,0.16,80,92,25,42,3,0,0,18000000
1131,Edgar Ié,23,DF,Lille,Ligue 1,3146,92,1,1,0.9,0.4,0,4,1845,0.03,82.5,20,69,72,6,1,0,3000000
216,Borja Bastón,24,FW,Málaga,La Liga,992,3,2,0,4.1,0.6,5,8,231,0,75.8,9,7,3,2,0,0,2000000
2348,Adama Soumaoro,25,DF,Lille,Ligue 1,1192,43,0,0,0.1,0,0,0,563,0,90.8,2,10,17,2,0,0,3000000
373,Alberto Bueno,29,"FW,MF",Málaga,La Liga,233,2,0,0,0.2,0.3,0,2,103,0,77.7,2,2,0,0,0,0,1500000
465,Chory Castro,32,"MF,FW",Málaga,La Liga,2049,11,4,2,3.5,2.2,2,10,999,0.09,65.6,31,32,17,5,2,0,80000
2218,Víctor Sánchez,29,"DF,MF",Espanyol,La Liga,2452,55,0,2,0.6,0.5,0,1,1389,0.07,69.3,18,77,53,13,0,0,3500000
754,Youssef En-Nesyri,20,FW,Málaga,La Liga,1601,27,4,0,4.8,1,3,14,345,0,59.1,49,17,5,2,2,0,1800000
885,Samu García,27,"MF,FW",Málaga,La Liga,180,1,0,1,0,0.2,0,0,50,0.5,60,3,4,2,1,1,0,1000000
1087,Oscar Hiljemark,25,MF,Genoa,Serie A,1279,13,0,3,0.9,4.9,1,4,673,0.21,76.7,17,12,7,1,0,0,3500000
2641,Mapou Yanga-Mbiwa,28,DF,Lyon,Ligue 1,128,2,0,0,0,0,0,0,103,0,93.2,0,3,0,1,0,0,3000000
1025,Alexander Hack,23,DF,Mainz 05,Bundesliga,1287,130,1,0,0.6,0.2,0,4,612,0,78.8,5,47,14,2,0,0,3000000
1130,Brown Ideye,28,FW,Málaga,La Liga,736,8,1,0,1.4,0.4,0,3,156,0,69.9,11,1,1,2,0,0,2000000
1161,Manuel Iturra,33,MF,Málaga,La Liga,1583,13,0,1,0.5,0.7,1,1,610,0.06,78,25,49,20,6,0,0,1000000
1205,Jony,26,"MF,FW",Málaga,La Liga,220,1,0,0,0.2,0.3,0,1,109,0,47.7,9,1,1,1,0,0,2000000
1218,Juankar,27,DF,Málaga,La Liga,784,15,0,0,0,0.7,0,0,405,0,73.8,10,16,13,2,0,0,1500000
1359,Mehdi Lacen,33,MF,Málaga,La Liga,1054,10,0,0,0.3,0.2,0,0,483,0,84.1,0,26,9,2,0,0,80000
1416,Maxime Lestienne,25,"MF,FW",Málaga,La Liga,667,3,0,1,1.1,0.6,0,1,232,0.13,68.5,13,5,7,1,0,0,2500000
1786,Raúl Navas,29,DF,Real Sociedad,La Liga,1790,62,0,2,0.7,0.3,1,2,1197,0.1,86,8,22,18,4,0,0,3000000
1733,Álex Mula,21,"MF,FW",Málaga,La Liga,560,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,50000
1939,Adalberto Peñaranda,20,"FW,MF",Málaga,La Liga,798,2,0,0,1,0.2,3,7,243,0,77,25,9,1,3,0,0,2000000
2012,Andrés Prieto,23,GK,Málaga,La Liga,360,1,0,0,0,0,0,0,79,0,43,1,0,0,0,0,0,40000
1097,Jonathan Hogg,28,MF,Huddersfield,Premier League,2398,37,0,0,0.6,0.5,1,2,1379,0,84.1,12,80,55,9,2,0,3500000
2082,Federico Ricca,22,DF,Málaga,La Liga,1107,20,0,1,0.1,0.2,0,3,616,0.08,64.6,6,44,20,4,0,0,1500000
2105,Roberto,31,GK,Málaga,La Liga,3060,4,0,0,0.1,0.1,0,0,797,0,52.6,0,0,0,0,0,6,2000000
2126,Diego Rolán,24,"FW,MF",Málaga,La Liga,1947,5,5,0,4.9,1,7,17,606,0,76.6,88,23,14,0,0,0,3500000
2128,Esteban Rolón,22,MF,Málaga,La Liga,415,3,0,0,0.1,0,0,0,140,0,75,3,6,4,1,0,0,80000
2143,Roberto Rosales,28,DF,Málaga,La Liga,3122,65,1,0,0.5,3.3,1,6,1893,0,68.9,29,89,42,10,0,0,2500000
2396,Isaac Success,21,"MF,FW",Málaga,La Liga,490,0,0,1,0.7,1.3,0,2,142,0.18,60.6,25,5,5,0,0,0,2000000
2475,Miguel Torres,31,DF,Málaga,La Liga,672,25,0,0,0.2,0,0,0,324,0,80.2,2,11,7,3,0,0,80000
17,René Adler,32,GK,Mainz 05,Bundesliga,1260,4,0,0,0,0.4,0,0,386,0,62.4,0,0,0,0,0,4,1000000
169,Ridle Baku,19,MF,Mainz 05,Bundesliga,233,4,2,0,0.8,0.2,0,3,91,0,82.4,8,4,2,1,0,0,12500
935,Edoardo Goldaniga,23,DF,Sassuolo,Serie A,1153,53,1,0,0.6,0.2,0,1,393,0,72.3,3,8,14,5,4,0,3000000
231,Riechedly Bazoer,20,MF,Wolfsburg,Bundesliga,592,7,0,0,0.3,0.1,0,2,250,0,85.2,11,8,4,2,0,0,3000000
276,Emil Berggreen,24,FW,Mainz 05,Bundesliga,669,8,4,2,2,0.4,0,7,163,0.27,60.7,2,4,0,2,0,0,2000000
307,Pablo de Blasis,29,"FW,MF",Mainz 05,Bundesliga,1652,33,5,2,4.5,1.6,1,10,718,0.11,72.4,32,32,12,2,0,0,3000000
362,Daniel Brosinski,29,"DF,MF",Mainz 05,Bundesliga,2500,70,1,5,1.7,3,4,4,1488,0.18,63.8,37,40,27,0,0,0,3000000
475,Federico Ceccherini,25,DF,Crotone,Serie A,3229,266,1,0,1.5,0.4,0,6,1263,0,80.4,16,41,49,4,1,0,2800000
699,Giulio Donati,27,"DF,MF",Mainz 05,Bundesliga,2284,74,0,3,0.4,1.7,0,3,1125,0.12,71.9,26,52,32,3,2,0,3500000
821,Viktor Fischer,23,"FW,MF",Mainz 05,Bundesliga,336,1,0,0,0.4,0.6,0,2,112,0,75,8,4,1,1,0,0,3500000
845,Fabian Frei,28,MF,Mainz 05,Bundesliga,802,19,1,0,0.5,0.4,2,4,413,0,79.7,8,16,11,1,0,0,2250000
896,Jean-Philippe Gbamin,21,"MF,DF",Mainz 05,Bundesliga,2591,86,1,3,1,1.6,1,12,1170,0.1,77.9,72,65,34,4,0,0,15000000
1823,Bram Nuytinck,27,DF,Udinese,Serie A,2362,142,1,1,1.1,0.5,4,1,1231,0.04,85.6,2,61,12,2,0,0,2800000
1103,Gerrit Holtmann,22,"DF,FW",Mainz 05,Bundesliga,901,11,2,1,1,1.3,0,8,375,0.1,69.1,32,12,7,1,0,0,2000000
1204,Nigel de Jong,32,MF,Mainz 05,Bundesliga,737,23,0,0,0,0.2,0,0,365,0,83.8,2,18,11,2,0,0,1000000
1303,Kenan Kodro,23,FW,Mainz 05,Bundesliga,232,1,0,0,0.5,0.1,0,1,64,0,71.9,0,2,1,0,0,0,2000000
1880,Salih Özcan,19,MF,Köln,Bundesliga,1670,36,0,1,0.6,1.9,3,3,928,0.05,78.2,18,53,16,5,0,0,3500000
1601,Alexandru Maxim,27,"MF,FW",Mainz 05,Bundesliga,957,6,2,2,1.4,1.2,2,5,469,0.19,72.7,28,15,3,4,0,0,2000000
1734,Florian Müller,19,GK,Mainz 05,Bundesliga,450,0,0,0,0,0,0,0,160,0,55,0,0,0,0,0,1,1000000
1854,Karim Onisiwo,25,"DF,FW",Mainz 05,Bundesliga,256,5,0,0,0.1,0.8,0,1,91,0,62.6,12,9,4,0,0,0,50000
2029,Robin Quaison,23,FW,Mainz 05,Bundesliga,1409,11,4,1,5.6,1.4,2,15,291,0.06,70.8,29,17,3,3,0,0,3500000
2207,Jairo Samperio,24,"MF,FW",Mainz 05,Bundesliga,36,0,0,0,0.1,0,0,1,7,0,57.1,11,1,0,1,0,0,1500000
458,Francesco Cassata,20,MF,Sassuolo,Serie A,458,5,1,0,0.3,0,1,1,132,0,65.2,14,13,2,3,1,0,3500000
2508,Anthony Ujah,26,FW,Mainz 05,Bundesliga,205,4,0,0,0.7,0.1,1,2,47,0,46.8,0,4,0,0,0,0,2000000
2666,Robin Zentner,22,GK,Mainz 05,Bundesliga,1350,0,0,0,0,0,0,0,511,0,59.7,0,0,0,1,0,2,60000
25,Sergio Agüero,29,FW,Manchester City,Premier League,1963,4,21,6,16.6,5.9,7,38,647,0.28,81.9,51,8,8,2,0,0,80000000
352,Claudio Bravo,34,GK,Manchester City,Premier League,226,0,0,0,0,0,0,0,53,0,88.7,0,0,0,0,0,1,3500000
599,Danilo,26,DF,Manchester City,Premier League,1349,29,3,2,0.9,0.2,1,7,1218,0.13,88.9,9,42,22,2,0,0,20000000
617,Kevin De Bruyne,26,MF,Manchester City,Premier League,3073,11,8,16,5.7,12.3,5,37,2939,0.47,78,62,50,34,2,0,0,150000000
2278,Stefano Sensi,21,MF,Sassuolo,Serie A,1041,10,2,0,1.6,1.2,1,5,551,0,78.9,17,25,11,2,0,0,3500000
671,Brahim Díaz,17,"FW,MF",Manchester City,Premier League,55,0,0,0,0.4,0,1,1,28,0,92.9,3,1,1,0,0,0,5000000
741,Ederson,23,GK,Manchester City,Premier League,3194,0,0,0,0,0.1,0,0,925,0,88.2,1,0,0,1,0,16,50000000
812,Fernandinho,32,MF,Manchester City,Premier League,2881,40,5,3,2.8,2.2,2,20,2944,0.09,88.8,21,57,37,7,0,0,15000000
2072,Jeff Reine-Adélaïde,19,"MF,FW",Angers,Ligue 1,440,1,0,0,0.1,0.6,0,2,161,0,80.1,20,11,1,0,0,0,3000000
1193,Gabriel Jesus,20,FW,Manchester City,Premier League,1668,2,13,3,13.1,2.2,12,32,575,0.16,80.7,37,19,8,6,0,0,80000000
217,Alessandro Bastoni,18,DF,Atalanta,Serie A,91,4,0,0,0,0.1,0,0,84,0,85.7,2,3,1,0,0,0,2500000
1061,Filip Helander,24,DF,Bologna,Serie A,2499,138,0,0,0.4,0,0,1,1258,0,80.4,5,46,11,6,0,0,2500000
227,Paul Baysse,29,DF,Bordeaux,Ligue 1,570,27,0,0,0.6,0,0,1,293,0,82.9,1,4,8,0,1,0,2500000
1641,Benjamin Mendy,23,DF,Manchester City,Premier League,363,8,0,1,0.2,0.5,1,1,255,0.25,78,6,6,4,2,0,0,40000000
1447,Kevin Long,26,DF,Burnley,Premier League,1440,97,1,2,1.3,0.9,1,1,581,0.12,68.8,2,31,13,1,0,0,2500000
2224,Leroy Sané,21,FW,Manchester City,Premier League,2419,6,10,15,4.7,7.8,1,19,1179,0.56,78.5,111,20,16,4,0,0,90000000
2301,Bernardo Silva,22,"FW,MF",Manchester City,Premier League,1533,8,6,4,3.8,1.6,0,14,984,0.23,84.3,39,24,4,0,0,0,50000000
2302,David Silva,31,MF,Manchester City,Premier League,2430,4,9,11,6.5,7.1,2,22,2450,0.41,87.2,25,28,16,5,0,0,30000000
2374,Raheem Sterling,22,FW,Manchester City,Premier League,2587,2,18,11,17.2,6.4,5,33,1205,0.38,82.9,90,22,14,4,2,0,90000000
395,Gustavo Cabral,31,DF,Celta Vigo,La Liga,1875,76,1,1,1,0,3,2,1285,0.05,86.8,2,30,20,5,0,0,2500000
113,Scott Arfield,28,"FW,MF",Burnley,Premier League,1333,12,2,1,1.2,0.5,2,5,382,0.07,69.9,31,30,8,3,0,0,3000000
2591,Kyle Walker,27,DF,Manchester City,Premier League,2785,47,0,6,0.8,4.7,0,1,2558,0.19,85.7,38,41,24,3,2,0,50000000
2672,Oleksandr Zinchenko,20,DF,Manchester City,Premier League,532,7,0,0,0.1,0.4,0,2,698,0,91.4,0,20,7,1,0,0,7000000
184,Mattia Bani,23,DF,Chievo,Serie A,1317,110,0,0,0.3,0,0,0,641,0,80.5,0,28,23,5,1,0,2500000
1011,Manuel Gulde,26,DF,Freiburg,Bundesliga,1530,118,1,0,0.9,0.1,0,3,763,0,85.3,1,14,7,1,0,0,2500000
446,Michael Carrick,36,MF,Manchester Utd,Premier League,109,3,0,0,0.2,0.1,0,1,92,0,85.9,0,1,2,0,0,0,1000000
611,Matteo Darmian,27,DF,Manchester Utd,Premier League,444,16,0,0,0,0,0,0,241,0,80.1,1,15,3,0,0,0,10000000
185,Beni Baningime,18,MF,Everton,Premier League,198,0,0,0,0,0,0,0,82,0,81.7,5,9,4,1,0,0,3000000
897,David de Gea,26,GK,Manchester Utd,Premier League,3330,0,0,0,0,0.1,0,0,857,0,62.2,1,0,0,0,0,18,70000000
106,Mauro Arambarri,21,MF,Getafe,La Liga,2125,20,1,2,1.5,1.1,2,4,658,0.08,68.7,31,40,22,9,2,0,3000000
1424,Philipp Lienhart,21,DF,Freiburg,Bundesliga,865,47,0,0,0.1,0.1,0,0,405,0,79.8,2,10,5,2,0,0,2500000
1738,Marc Muniesa,25,DF,Girona,La Liga,1125,18,0,1,0.4,0,0,1,630,0.08,78.3,8,19,32,2,0,0,2500000
1428,Jesse Lingard,24,"MF,FW",Manchester Utd,Premier League,1817,10,8,5,7.7,3,5,24,974,0.25,84.3,40,22,9,2,0,0,35000000
1482,Romelu Lukaku,24,FW,Manchester Utd,Premier League,2867,24,16,7,13.6,5,13,41,747,0.22,66.3,54,7,5,4,0,0,90000000
1562,Anthony Martial,21,"FW,MF",Manchester Utd,Premier League,1582,2,9,5,6.8,5.1,3,15,783,0.28,77.9,83,13,3,1,0,0,65000000
1583,Juan Mata,29,"FW,MF",Manchester Utd,Premier League,1922,5,3,5,3,4.5,0,10,1335,0.23,81.6,25,14,10,1,0,0,30000000
2136,Rômulo,30,"MF,DF",Hellas Verona,Serie A,3168,37,3,5,3.9,4.1,2,7,1583,0.14,73,88,62,22,7,0,0,3000000
1683,Henrikh Mkhitaryan,28,"MF,FW",Manchester Utd,Premier League,922,0,1,5,0.9,3.5,1,5,570,0.49,77,25,13,7,2,0,0,35000000
1289,Andy King,28,MF,Leicester City,Premier League,537,8,1,0,0.9,0,0,2,220,0,74.1,6,7,1,1,0,0,3000000
2059,Marcus Rashford,19,"FW,MF",Manchester Utd,Premier League,1813,11,7,5,4.5,4.5,0,19,675,0.25,70.7,77,11,8,3,0,0,65000000
399,Martín Cáceres,30,DF,Hellas Verona,Serie A,1165,38,3,1,2.2,0.7,3,5,556,0.08,73.6,0,23,11,3,0,0,2500000
2134,Sergio Romero,30,GK,Manchester Utd,Premier League,90,0,0,0,0,0,0,0,18,0,77.8,0,0,0,0,0,1,5000000
2213,Alexis Sánchez,28,"FW,MF",Manchester Utd,Premier League,1043,2,2,3,3.7,1.9,5,6,616,0.26,71.6,66,20,14,1,0,0,70000000
2289,Luke Shaw,22,DF,Manchester Utd,Premier League,790,13,0,0,0.3,0.4,0,4,577,0,79.7,8,19,5,2,0,0,15000000
1371,Sebastian Langkamp,29,DF,Hertha BSC,Bundesliga,955,63,0,0,0.3,0,0,1,537,0,86.8,0,15,19,2,0,0,2500000
1490,Fabian Lustenberger,29,"MF,DF",Hertha BSC,Bundesliga,1583,94,0,0,0.2,0.9,0,0,846,0,82.9,4,47,23,3,0,0,2500000
2523,Antonio Valencia,31,DF,Manchester Utd,Premier League,2740,47,3,1,0.5,1.8,0,3,1900,0.03,81.6,45,52,43,7,0,0,8000000
2646,Ashley Young,32,DF,Manchester Utd,Premier League,2442,46,2,4,0.8,3,4,4,1655,0.15,75.3,41,43,41,7,0,0,7000000
2003,Stefan Posch,20,DF,Hoffenheim,Bundesliga,756,38,0,0,0.1,0,1,2,488,0,84.2,6,28,8,3,0,0,2500000
